"id","veiculo","pais","regiao","rss_url","erro_original","horario","classificacao","acao_recomendada","janela"
"93","Eco TV","Panamá","América Central e Caribe","https://www.ecotvpanama.com/rss/pages/tecnologia.xml","invalid_or_malformed_feed","2026-09-14T11:54:34.664676+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"94","El Caribe","República Dominicana","América Central e Caribe","https://www.elcaribe.com.do/web-stories/feed/","http_403","2026-09-14T11:54:35.102955+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"95","El Diario de Hoy","El Salvador","América Central e Caribe","https://www.elsalvador.com/feed/","http_403","2026-09-14T11:54:35.541961+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"97","El Economista Centroamérica","El Salvador","América Central e Caribe","https://www.eleconomista.net/rss.xml","http_403","2026-09-14T11:54:35.982898+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"99","El Heraldo Honduras","Honduras","América Central e Caribe","https://www.elheraldo.hn/rss/tecnologia.xml","http_404","2026-09-14T11:54:37.665168+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"105","En Segundos Panamá","Panamá","América Central e Caribe","https://ensegundos.com.pa/feed/","ContentDecodingError","2026-09-14T11:54:38.103593+00:00","interno_coletor","Reproduzir e inspecionar traceback/parser/decodificação; corrigir e retestar. Não invalidar o feed.","2026-09-14T09:00:00+00:00"
"107","Estrategia & Negocios","Honduras","América Central e Caribe","https://www.estrategiaynegocios.net/rss.xml","SSLError","2026-09-14T11:54:38.541768+00:00","tls_a_investigar","Verificar certificado, cadeia TLS e ambiente do coletor; não desativar verificação TLS.","2026-09-14T09:00:00+00:00"
"116","Juventud Técnica","Cuba","América Central e Caribe","https://www.juventudtecnica.cu/feed/","invalid_or_malformed_feed","2026-09-14T11:54:38.980346+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"117","La Estrella de Panamá","Panamá","América Central e Caribe","https://www.laestrella.com.pa/rss.xml","http_404","2026-09-14T11:54:39.420309+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"118","La Gaceta de Panamá","Panamá","América Central e Caribe","https://www.lagacetadepanama.com/rss/","http_403","2026-09-14T11:54:39.858872+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"120","La Prensa Gráfica","El Salvador","América Central e Caribe","https://www.laprensagrafica.com/rss/tecnologia.xml","http_403","2026-09-14T11:54:40.297084+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"122","La Prensa Nicaragua","Nicaragua","América Central e Caribe","https://www.laprensani.com/feed/","http_403","2026-09-14T11:54:40.735245+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"127","Metro Libre","Panamá","América Central e Caribe","https://www.metrolibre.com/rss.xml","http_404","2026-09-14T11:54:41.661529+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"132","OnCuba News","Cuba","América Central e Caribe","https://oncubanews.com/feed/","invalid_or_malformed_feed","2026-09-14T11:54:42.30995+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"138","República","Guatemala","América Central e Caribe","https://republica.gt/rss.xml","http_404","2026-09-14T11:54:42.752464+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"142","Soy502","Guatemala","América Central e Caribe","https://www.soy502.com/rss.xml","invalid_or_malformed_feed","2026-09-14T11:54:43.190733+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"144","TechNewsTT","Trinidad e Tobago","América Central e Caribe","https://technewstt.com/feed/","http_403","2026-09-14T11:54:43.629316+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"145","TecnoComo","República Dominicana","América Central e Caribe","https://tecnocomo.com/feed/","gaierror","2026-09-14T11:54:44.067525+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"146","Telemetro","Panamá","América Central e Caribe","https://www.telemetro.com/rss/pages/tecnologia.xml","invalid_or_malformed_feed","2026-09-14T11:54:44.510663+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"159","CHIP","Alemanha","Europa Ocidental","https://rss.chip.de/c/573/f/7439/index.rss","ConnectTimeout","2026-09-14T11:54:51.353251+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"161","Computer Bild","Alemanha","Europa Ocidental","https://www.computerbild.de/rss/","http_404","2026-09-14T11:54:52.587768+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"162","Computer Hoy","Espanha","Europa Ocidental","https://computerhoy.com/rss","invalid_or_malformed_feed","2026-09-14T11:54:53.025973+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"165","Computing","Reino Unido","Europa Ocidental","https://www.computing.co.uk/feeds/rss","http_404","2026-09-14T11:54:53.464212+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"180","Hardware Upgrade","Itália","Europa Ocidental","https://www.hwupgrade.it/rss/news.xml","invalid_or_malformed_feed","2026-09-14T11:54:53.902661+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"184","Information Age — Reino Unido","Reino Unido","Europa Ocidental","https://www.information-age.com/feed/","http_403","2026-09-14T11:54:54.340914+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"195","Maddyness","França","Europa Ocidental","https://www.maddyness.com/feed/","http_403","2026-09-14T11:54:54.779261+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"207","Silicon Republic","Irlanda","Europa Ocidental","https://www.siliconrepublic.com/feed/","http_403","2026-09-14T11:54:55.217471+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"227","AIN","Ucrânia","Europa Oriental (Leste Europeu)","https://ain.ua/feed/","http_403","2026-09-14T11:54:55.656257+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"234","BOOT.lv","Letônia","Europa Oriental (Leste Europeu)","https://boot.ritakafija.lv/feed/","http_404","2026-09-14T11:54:57.012827+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"240","Computerworld Magyarország","Hungria","Europa Oriental (Leste Europeu)","https://computerworld.hu/rss","http_404","2026-09-14T11:54:59.182524+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"243","DEV Styler","Bulgária","Europa Oriental (Leste Europeu)","https://devstyler.bg/feed/","http_403","2026-09-14T11:54:59.620715+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"262","Keddr","Ucrânia","Europa Oriental (Leste Europeu)","https://keddr.com/feed/","http_403","2026-09-14T11:55:00.058941+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"264","Kursors.lv","Letônia","Europa Oriental (Leste Europeu)","https://kursors.lv/feed/","http_403","2026-09-14T11:55:00.500911+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"268","Mezha.Media","Ucrânia","Europa Oriental (Leste Europeu)","https://mezha.media/feed/","http_403","2026-09-14T11:55:00.939323+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"271","Mobilissimo","Romênia","Europa Oriental (Leste Europeu)","https://www.mobilissimo.ro/rss.xml","http_404","2026-09-14T11:55:01.378065+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"274","Nextech","Eslováquia","Europa Oriental (Leste Europeu)","https://www.nextech.sk/rss","invalid_or_malformed_feed","2026-09-14T11:55:01.818232+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"277","Overclockers.ru","Rússia","Europa Oriental (Leste Europeu)","https://overclockers.ru/rss/news.xml","http_404","2026-09-14T11:55:03.322762+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"281","Prohardver","Hungria","Europa Oriental (Leste Europeu)","https://prohardver.hu/rss/anyagok.xml","http_404","2026-09-14T11:55:03.761297+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"292","Svět hardware","Chéquia","Europa Oriental (Leste Europeu)","https://www.svethardware.cz/rss.xml","http_404","2026-09-14T11:55:04.26635+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"301","36Kr","China","Ásia (Leste Asiático e Sudeste Asiático)","https://36kr.com/feed","invalid_or_malformed_feed","2026-09-14T11:55:04.704896+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"306","beSUCCESS","Coreia do Sul","Ásia (Leste Asiático e Sudeste Asiático)","https://besuccess.com/feed/","invalid_or_malformed_feed","2026-09-14T11:55:05.143469+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"308","BRIDGE","Japão","Ásia (Leste Asiático e Sudeste Asiático)","https://thebridge.jp/feed","http_403","2026-09-14T11:55:05.582189+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"309","cnBeta","China","Ásia (Leste Asiático e Sudeste Asiático)","https://www.cnbeta.com.tw/backend.php","ReadTimeout","2026-09-14T11:55:22.34751+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"313","DealStreetAsia","Singapura","Ásia (Leste Asiático e Sudeste Asiático)","https://www.dealstreetasia.com/feed","http_503","2026-09-14T11:55:22.785856+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"316","DoNews","China","Ásia (Leste Asiático e Sudeste Asiático)","https://www.donews.com/rss.xml","http_404","2026-09-14T11:55:24.787679+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"318","Droidsans","Tailândia","Ásia (Leste Asiático e Sudeste Asiático)","https://droidsans.com/feed/","http_403","2026-09-14T11:55:25.225816+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"322","Gadgetren","Indonésia","Ásia (Leste Asiático e Sudeste Asiático)","https://gadgetren.com/feed/","invalid_or_malformed_feed","2026-09-14T11:55:25.664424+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"329","Huxiu","China","Ásia (Leste Asiático e Sudeste Asiático)","https://www.huxiu.com/rss/0.xml","ReadTimeout","2026-09-14T11:55:43.699553+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"347","PingWest","China","Ásia (Leste Asiático e Sudeste Asiático)","https://www.pingwest.com/feed","invalid_or_malformed_feed","2026-09-14T11:55:44.137559+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"348","Pokde.Net","Malásia","Ásia (Leste Asiático e Sudeste Asiático)","https://pokde.net/feed","invalid_or_malformed_feed","2026-09-14T11:55:44.575991+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"354","Tech in Asia","Singapura","Ásia (Leste Asiático e Sudeste Asiático)","https://www.techinasia.com/feed","http_403","2026-09-14T11:55:45.014172+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"355","Tech Jio","Singapura","Ásia (Leste Asiático e Sudeste Asiático)","https://techjioblog.com/feed/","http_403","2026-09-14T11:55:45.452943+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"356","TechNave","Malásia","Ásia (Leste Asiático e Sudeste Asiático)","https://technave.com/rss.xml","http_404","2026-09-14T11:55:46.245376+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"358","TechNode","China","Ásia (Leste Asiático e Sudeste Asiático)","https://technode.com/feed/","body_too_large","2026-09-14T11:55:46.684383+00:00","limite_ou_protecao_coletor","Inspecionar tamanho/destino/cadeia de redirecionamento e URL oficial sem remover proteções.","2026-09-14T09:00:00+00:00"
"363","TechWeb","China","Ásia (Leste Asiático e Sudeste Asiático)","https://www.techweb.com.cn/rss/all.xml","non_public_destination","2026-09-14T11:55:47.123135+00:00","limite_ou_protecao_coletor","Inspecionar tamanho/destino/cadeia de redirecionamento e URL oficial sem remover proteções.","2026-09-14T09:00:00+00:00"
"377","Arab News — Science & Technology","Arábia Saudita","Oriente Médio","https://www.arabnews.com/taxonomy/term/46/all/feed","http_403","2026-09-14T11:55:47.561507+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"378","Arabian Business","Emirados Árabes Unidos","Oriente Médio","https://www.arabianbusiness.com/feed","http_405","2026-09-14T11:55:47.999592+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"379","Arabian ICT","Emirados Árabes Unidos","Oriente Médio","https://www.arabianict.com/feed/","gaierror","2026-09-14T11:55:48.438146+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"385","Click","Irã","Oriente Médio","https://click.ir/rss","http_404","2026-09-14T11:55:48.96074+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"386","CTech","Israel","Oriente Médio","https://www.calcalistech.com/GeneralRSS/0,16967,L-5214,00.xml","http_404","2026-09-14T11:55:49.399149+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"394","Enterprise Channels MEA","Emirados Árabes Unidos","Oriente Médio","https://www.ec-mea.com/feed/","SSLError","2026-09-14T11:55:50.536167+00:00","tls_a_investigar","Verificar certificado, cadeia TLS e ambiente do coletor; não desativar verificação TLS.","2026-09-14T09:00:00+00:00"
"400","Gulf Business","Emirados Árabes Unidos","Oriente Médio","https://gulfbusiness.com/feed/","http_403","2026-09-14T11:55:50.974355+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"404","Israel21c","Israel","Oriente Médio","https://www.israel21c.org/feed/","invalid_or_malformed_feed","2026-09-14T11:55:51.412733+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"407","ITP.net","Emirados Árabes Unidos","Oriente Médio","https://www.itp.net/feed/","http_405","2026-09-14T11:55:51.851312+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"409","Jordan News — Technology","Jordânia","Oriente Médio","https://www.jordannews.jo/rss/Technology-32","http_404","2026-09-14T11:55:52.289726+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"413","MediaCat","Turquia","Oriente Médio","https://mediacat.com/besleme/","http_404","2026-09-14T11:55:52.728031+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"419","Pazarlamasyon","Turquia","Oriente Médio","https://pazarlamasyon.com/feed/","http_500","2026-09-14T11:55:53.166737+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"423","Saudi Android","Arábia Saudita","Oriente Médio","https://www.saudandroid.net/feed/","gaierror","2026-09-14T11:55:53.605166+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"432","Technopat","Turquia","Oriente Médio","https://www.technopat.net/feed/","http_403","2026-09-14T11:55:54.148724+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"436","Teknoloji Günlüğü","Turquia","Oriente Médio","https://www.teknolojigunlugu.com/feed/","invalid_or_malformed_feed","2026-09-14T11:55:57.644659+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"437","Teknolojioku","Turquia","Oriente Médio","https://www.teknolojioku.com/rss","http_404","2026-09-14T11:55:58.08357+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"440","Times of Israel — Tech Israel","Israel","Oriente Médio","https://www.timesofisrael.com/topic/tech-israel/feed/","http_403","2026-09-14T11:55:58.521664+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"447","WIRED Middle East","Emirados Árabes Unidos","Oriente Médio","https://wired.me/feed/","http_400","2026-09-14T11:55:58.959795+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"453","BiztechAfrica","África do Sul","África","https://www.biztechafrica.com/feed/","http_403","2026-09-14T11:55:59.398476+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"456","Daba","Nigéria","África","https://www.benjamindada.com/rss/","invalid_or_malformed_feed","2026-09-14T11:55:59.836664+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"459","Dignited","Uganda","África","https://www.dignited.com/feed/","http_403","2026-09-14T11:56:00.274713+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"463","Gadgets Africa","Quênia","África","https://gadgets-africa.com/feed/","http_522","2026-09-14T11:56:20.184847+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"466","Innovation Village","Nigéria","África","https://innovation-village.com/feed/","http_403","2026-09-14T11:56:20.623088+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"467","IT Edge News","Nigéria","África","https://www.itedgenews.africa/feed/","invalid_or_malformed_feed","2026-09-14T11:56:21.061227+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"473","Maroc Numeric","Marrocos","África","https://marocnumeric.com/feed/","SSLError","2026-09-14T11:56:21.499549+00:00","tls_a_investigar","Verificar certificado, cadeia TLS e ambiente do coletor; não desativar verificação TLS.","2026-09-14T09:00:00+00:00"
"478","MyBroadband","África do Sul","África","https://mybroadband.co.za/news/feed/","http_403","2026-09-14T11:56:21.937667+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
